Pipe ID,Start Node,End Node,Diameter (inch),Length,Cost
1,1,2,40.0,100.0,27827.999999999996
2,2,3,40.0,1350.0,375677.99999999994
3,3,4,40.0,900.0,250451.99999999997
4,4,5,40.0,1150.0,320021.99999999994
5,5,6,40.0,1450.0,403505.99999999994
6,6,7,40.0,450.0,125225.99999999999
7,7,8,40.0,850.0,236537.99999999997
8,8,9,40.0,850.0,236537.99999999997
9,9,10,40.0,800.0,222623.99999999997
10,10,11,30.0,950.0,171712.5
11,11,12,30.0,1200.0,216900.0
12,12,13,20.0,3500.0,344365.0
13,10,14,12.0,800.0,36584.0
14,14,15,12.0,500.0,22865.0
15,15,16,12.0,550.0,25151.5
16,17,16,30.0,2730.0,493447.5
17,18,17,30.0,1750.0,316312.5
18,19,18,30.0,800.0,144600.0
19,3,19,40.0,400.0,111311.99999999999
20,3,20,40.0,2200.0,612215.9999999999
21,20,21,20.0,1500.0,147585.0
22,21,22,12.0,500.0,22865.0
23,20,23,30.0,2650.0,478987.5
24,23,24,24.0,1230.0,159075.90000000002
25,24,25,20.0,1300.0,127907.0
26,26,25,20.0,850.0,83631.5
27,27,26,24.0,300.0,38799.00000000001
28,16,27,30.0,750.0,135562.5
29,23,28,16.0,1500.0,105600.00000000001
30,28,29,12.0,2000.0,91460.0
31,29,30,12.0,1600.0,73168.0
32,30,31,16.0,150.0,10560.0
33,32,31,16.0,860.0,60544.00000000001
34,25,32,24.0,950.0,122863.50000000001
